 Choice 1, Choice 1 RT, Choice 2, Choice 2 RT, Choosing For, Computer Response, Decision Rating , Item Option, Money Option, PostChoiceRT, Selected Option Rating, Trial Options,Familiarity,Item,Rating,Trial Type
1.0,6.04128581472e-06,$1.0,4.15339309257e-06,2.0,1.0,n/a,12.0,1.0,,n/a,1.0 0.75,,,,7.0
3.0,5.6637218222e-06,..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,9.06194327399e-06,1.0,1.0,n/a,3.0,0.5,,n/a,..\..\JOCN-master\task a\images\kars_all_energy.jpg ..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg ..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,,,,4.0
0.75,5.6637218222e-06,$0.75,4.15339309257e-06,1.0,1.0,n/a,6.0,0.75,,n/a,0.75 1.0,,,,4.0
1.75,1.9564845227599998,$1.75,2.39857546167,1.0,0.0,7,3.0,1.75,2.97481759997,6,0.75 1.75,,,,2.0
1.75,6.04130036663e-06,$1.5,4.15339309257e-06,2.0,1.0,n/a,3.0,1.75,,n/a,1.25 1.5 1.75,,,,7.0
12.0,2.0665241423400005,..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg,1.1923081425,2.0,0.0,7,12.0,1.75,3.28791056763,7,..\..\JOCN-master\task a\images\keebler_chips_deluxe.jpg ..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg ..\..\JOCN-master\task a\images\krave_jerky_original.jpg ..\..\JOCN-master\task a\images\emerald_cashews.jpg ..\..\JOCN-master\task a\images\special_k_pastry_crisps_blueberry.jpg ..\..\JOCN-master\task a\images\popchips_ridges_cheddar_sourcream.jpg ..\..\JOCN-master\task a\images\fiber one_oats and choc_chewy bar.jpg ..\..\JOCN-master\task a\images\skittles_sour_candy.jpg ..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg ..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg ..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg ..\..\JOCN-master\task a\images\sourpatchkids_original_candy.jpg,,,,6.0
6.0,1.88953220333,..\..\JOCN-master\task a\images\popchips_ridges_tangy_bbq.jpg,2.11400875308,2.0,0.0,7,6.0,1.0,2.81249506785,6,..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg ..\..\JOCN-master\task a\images\clif_z_bar.jpg ..\..\JOCN-master\task a\images\nabisco_chips ahhoy_mini.jpg ..\..\JOCN-master\task a\images\fiber one_oats and choc_chewy bar.jpg ..\..\JOCN-master\task a\images\keebler_vanilla_sugar_wafers.jpg ..\..\JOCN-master\task a\images\popchips_ridges_tangy_bbq.jpg,,,,5.0
1.25,6.4188789110599995e-06,$1.75,4.15339309257e-06,1.0,1.0,n/a,2.0,1.25,,n/a,1.75 1.25,,,,4.0
12.0,6.4188789110599995e-06,..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg,1.32153363666e-05,2.0,1.0,n/a,12.0,0.75,,n/a,..\..\JOCN-master\task a\images\fritos_original_corn chips.jpg ..\..\JOCN-master\task a\images\fiber one_cinamon_coffee cake.jpg ..\..\JOCN-master\task a\images\teddy_grahams_chocolate.jpg ..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg ..\..\JOCN-master\task a\images\fiber one_lemon_ bar.jpg ..\..\JOCN-master\task a\images\baked_lays_sour cream and onion.jpg ..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg ..\..\JOCN-master\task a\images\haribo_gold_bears.jpg ..\..\JOCN-master\task a\images\sun chips_french onion_chips.jpg ..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg ..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg ..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,,,,7.0
0.5,1.86047317719,$1.75,2.39833494245,1.0,0.0,7,12.0,0.5,3.39501789169,6,1.0 1.75 1.25 0.5 0.75 1.5,,,,2.0
6.0,5.66370727029e-06,..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,9.43952181842e-06,2.0,1.0,n/a,6.0,1.75,,n/a,..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg ..\..\JOCN-master\task a\images\fiber one_oats and choc_chewy bar.jpg ..\..\JOCN-master\task a\images\popchips_ridges_cheddar_sourcream.jpg ..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg ..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg ..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg,,,,8.0
3.0,1.24242449414,..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg,1.21710012357,1.0,0.0,7,3.0,1.75,2.92457966717,7,..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg ..\..\JOCN-master\task a\images\chex mix_original_traditional.jpg ..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg,,,,1.0
3.0,6.79647200741e-06,..\..\JOCN-master\task a\images\popchips_ridges_perfectly_salted.jpg,1.01946934592e-05,1.0,1.0,n/a,3.0,1.5,,n/a,..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg ..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg ..\..\JOCN-master\task a\images\popchips_ridges_perfectly_salted.jpg,,,,4.0
0.75,2.21677238311,$1.75,1.88183143492,2.0,0.0,7,2.0,0.75,3.30073095942,6,0.75 1.75,,,,6.0
1.0,7.9292076407e-06,$1.25,4.15339309257e-06,1.0,1.0,n/a,2.0,1.0,,n/a,1.0 0.5 1.25 1.75 0.75 1.5,,,,3.0
6.0,2.11460193314,..\..\JOCN-master\task a\images\krave_jerky_original.jpg,1.34082781656,1.0,0.0,7,6.0,1.25,2.64337305361,7,..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg ..\..\JOCN-master\task a\images\starburst_favereds_candy.jpg ..\..\JOCN-master\task a\images\sourpatchkids_original_candy.jpg ..\..\JOCN-master\task a\images\krave_jerky_original.jpg ..\..\JOCN-master\task a\images\keebler_chips_deluxe.jpg ..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg,,,,2.0
0.75,1.23599843984,$1.75,2.34840964689,2.0,0.0,7,12.0,0.75,3.55241714264,6,1.75 1.0 0.75 1.25 1.5 0.5,,,,6.0
1.75,6.04130036663e-06,$1.75,3.77581454813e-06,2.0,1.0,n/a,2.0,1.75,,n/a,1.75 1.0,,,,8.0
2.0,2.3133191388,..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg,1.37354900269,2.0,0.0,7,2.0,1.75,4.15130433535,4,..\..\JOCN-master\task a\images\fiber one_lemon_ bar.jpg ..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg,,,,5.0
3.0,1.86005708273,..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg,1.15297022357,2.0,0.0,7,3.0,1.25,3.2266434882,7,..\..\JOCN-master\task a\images\skinny_pop_popcorn.jpg ..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg ..\..\JOCN-master\task a\images\baked_lays_barbeque.jpg,,,,5.0
1.25,1.25598721056,$1.75,2.81442941629,1.0,0.0,7,6.0,1.25,3.45255937747,6,0.75 1.75 0.5 1.25,,,,2.0
0.75,1.7176836753100002,$1.75,2.31460140452,2.0,0.0,7,3.0,0.75,2.76466459273,6,1.0 0.5 1.75 1.25 0.75 1.5,,,,6.0
6.0,1.2806696931100001,..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,2.28286079675,1.0,0.0,7,6.0,1.0,3.02438532613,7,..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg ..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg ..\..\JOCN-master\task a\images\sun chips_original_chips.jpg ..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg ..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg ..\..\JOCN-master\task a\images\stonyfield_fruit snacks.jpg,,,,1.0
0.75,6.04128581472e-06,$0.75,4.53098618891e-06,2.0,1.0,n/a,12.0,0.75,,n/a,0.75 1.5,,,,8.0
1.75,1.8072768957599998,$1.75,2.548077602,2.0,0.0,7,12.0,1.75,2.80107210403,5,0.75 1.75 1.5,,,,6.0
2.0,1.5206980570100002,..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,1.95032957174,2.0,0.0,7,2.0,0.5,3.10305285722,6,..\..\JOCN-master\task a\images\popchips_ridges_cheddar_sourcream.jpg ..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,,,,5.0
3.0,1.12455081998,..\..\JOCN-master\task a\images\keebler_chips delux_cookies_crackers.jpg,3.8253505747,2.0,0.0,7,3.0,0.5,3.3738816517,4,..\..\JOCN-master\task a\images\keebler_chips_deluxe.jpg ..\..\JOCN-master\task a\images\keebler_chips delux_cookies_crackers.jpg ..\..\JOCN-master\task a\images\keebler_vanilla_sugar_wafers.jpg,,,,5.0
1.0,1.16272956465,$1.5,2.68195354467,1.0,0.0,7,6.0,1.0,3.83417200409,4,1.0 1.5 1.25,,,,2.0
1.25,1.5383979305500002,$1.75,3.24764870752,1.0,0.0,7,2.0,1.25,3.17971996313,6,1.0 1.75 0.75 1.5 0.5 1.25,,,,2.0
3.0,0.938823917662,..\..\JOCN-master\task a\images\popchips_sea_salt.jpg,3.64037279347,1.0,0.0,7,3.0,1.5,3.44708898116,5,..\..\JOCN-master\task a\images\popchips_sea_salt.jpg ..\..\JOCN-master\task a\images\keebler_chips_deluxe.jpg ..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,,,,1.0
1.5,1.12443263705,$1.75,2.23148143603,1.0,0.0,7,6.0,1.5,3.61539466486,6,0.5 1.75 1.5,,,,2.0
1.75,1.6869765072799998,$1.75,1.79854155488,2.0,0.0,7,2.0,1.75,2.89980052385,6,1.75 1.5 0.5,,,,5.0
0.75,6.79647200741e-06,$1.75,4.53098618891e-06,2.0,1.0,n/a,6.0,0.75,,n/a,1.0 1.25 0.5 0.75 1.5 1.75,,,,8.0
12.0,7.17403599992e-06,..\..\JOCN-master\task a\images\poptarts_strawberry_frosted.jpg,9.43952181842e-06,1.0,1.0,n/a,12.0,1.0,,n/a,..\..\JOCN-master\task a\images\swedish fish_original_candy.jpg ..\..\JOCN-master\task a\images\popchips_sea_salt.jpg ..\..\JOCN-master\task a\images\starburst_orignal_candy.jpg ..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg ..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg ..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg ..\..\JOCN-master\task a\images\keebler_chips_deluxe.jpg ..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg ..\..\JOCN-master\task a\images\nature_valley_sweet_and_salty.jpg ..\..\JOCN-master\task a\images\poptarts_strawberry_frosted.jpg ..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg ..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg,,,,4.0
3.0,5.28612872586e-06,..\..\JOCN-master\task a\images\krave_jerky_sweet_chipotle.jpg,2.4542765459e-05,1.0,1.0,n/a,3.0,0.5,,n/a,..\..\JOCN-master\task a\images\krave_jerky_sweet_chipotle.jpg ..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg ..\..\JOCN-master\task a\images\keebler_chips_deluxe.jpg,,,,4.0
3.0,2.4268272192099998,..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,1.87808885014,1.0,0.0,7,3.0,0.5,2.86802329072,6,..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg ..\..\JOCN-master\task a\images\belvita_banana_bread.jpg ..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,,,,2.0
1.0,1.3399163355600001,$1.75,2.5810902808,1.0,0.0,7,12.0,1.0,2.77175858818,6,1.5 1.0 0.75 1.25 1.75 0.5,,,,2.0
2.0,5.6637218222e-06,..\..\JOCN-master\task a\images\quakers_popped_rice_crisps.jpg,1.01946934592e-05,2.0,1.0,n/a,2.0,1.75,,n/a,..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg ..\..\JOCN-master\task a\images\quakers_popped_rice_crisps.jpg,,,,7.0
12.0,1.7572859010799997,..\..\JOCN-master\task a\images\baked_ruffles_cheddar &sour.JPG,2.11665068869,2.0,0.0,7,12.0,1.25,2.99447447684,6,..\..\JOCN-master\task a\images\popchips_ridges_perfectly_salted.jpg ..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg ..\..\JOCN-master\task a\images\quakers_popped_rice_crisps.jpg ..\..\JOCN-master\task a\images\fiber one_oats and choc_chewy bar.jpg ..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG ..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg ..\..\JOCN-master\task a\images\nabisco_teddy graham_honey.jpg ..\..\JOCN-master\task a\images\starburst_orignal_candy.jpg ..\..\JOCN-master\task a\images\quaker_chewy_chocolate chip.jpg ..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg ..\..\JOCN-master\task a\images\lays_kc masterpiece_barbecue chips.jpg ..\..\JOCN-master\task a\images\baked_ruffles_cheddar &sour.JPG,,,,6.0
6.0,1.11010343081,..\..\JOCN-master\task a\images\chex mix_original_traditional.jpg,2.5413181435,2.0,0.0,7,6.0,0.75,2.90731325684,6,..\..\JOCN-master\task a\images\fritos_original_corn chips.jpg ..\..\JOCN-master\task a\images\clif_z_bar.jpg ..\..\JOCN-master\task a\images\teddy_grahams_chocolate.jpg ..\..\JOCN-master\task a\images\austin_cheddar cheese_cheese cracker.jpg ..\..\JOCN-master\task a\images\chex mix_original_traditional.jpg ..\..\JOCN-master\task a\images\emerald_natural_almonds.jpg,,,,5.0
1.25,1.8985227891,$1.75,1.43240560376,2.0,0.0,7,6.0,1.25,2.28900895131,6,1.75 1.25,,,,6.0
6.0,2.22978685165,..\..\JOCN-master\task a\images\krave_jerky_chili_lime.jpg,2.64984101945,2.0,0.0,7,6.0,0.75,2.70825509536,4,..\..\JOCN-master\task a\images\kettle_salt_pepper.jpg ..\..\JOCN-master\task a\images\sun chips_french onion_chips.jpg ..\..\JOCN-master\task a\images\krave_jerky_chili_lime.jpg ..\..\JOCN-master\task a\images\fiber one_lemon_ bar.jpg ..\..\JOCN-master\task a\images\baked_cheetos_crunchy.jpg ..\..\JOCN-master\task a\images\fiber one_cinamon_coffee cake.jpg,,,,5.0
6.0,1.09296199985,..\..\JOCN-master\task a\images\stonyfield_fruit snacks.jpg,3.63535813766,1.0,0.0,7,6.0,1.75,2.31556574689,5,..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg ..\..\JOCN-master\task a\images\kettle_original.jpg ..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg ..\..\JOCN-master\task a\images\austin_cheddar cheese_cheese cracker.jpg ..\..\JOCN-master\task a\images\cheez-it_white_cheddar.JPG ..\..\JOCN-master\task a\images\stonyfield_fruit snacks.jpg,,,,1.0
1.0,1.9677017048199998,$1.5,2.29832123627,2.0,0.0,7,12.0,1.0,2.42642471768,5,1.0 1.5,,,,6.0
6.0,6.04130036663e-06,..\..\JOCN-master\task a\images\nature valley_oats and honey_crunchy.jpg,9.81711491477e-06,2.0,1.0,n/a,6.0,1.75,,n/a,..\..\JOCN-master\task a\images\planters_salted_peanuts.jpg ..\..\JOCN-master\task a\images\cheez itz_original.jpg ..\..\JOCN-master\task a\images\nature valley_oats and honey_crunchy.jpg ..\..\JOCN-master\task a\images\baked_lays_sour cream and onion.jpg ..\..\JOCN-master\task a\images\planters_salted_cashews.jpg ..\..\JOCN-master\task a\images\special_k_pastry_crisps_blueberry.jpg,,,,8.0
2.0,1.24582499037,..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg,1.53283502685,1.0,0.0,7,2.0,1.0,2.52549409331,5,..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg ..\..\JOCN-master\task a\images\kars_all_energy.jpg,,,,1.0
12.0,1.7761139872299998,..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,3.63985399691,1.0,0.0,7,12.0,0.75,2.5361924788,6,..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg ..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg ..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg ..\..\JOCN-master\task a\images\kitkat_crisp wafers_milk choc.jpg ..\..\JOCN-master\task a\images\baked_cheetos_crunchy.jpg ..\..\JOCN-master\task a\images\baked_lays_classic.jpg ..\..\JOCN-master\task a\images\popchips_barbeque.jpg ..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg ..\..\JOCN-master\task a\images\nature_valley_sweet_and_salty.jpg ..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg ..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg ..\..\JOCN-master\task a\images\lays_kc masterpiece_barbecue chips.jpg,,,,2.0
1.25,1.12011273064,$1.25,2.89748972697,2.0,0.0,6,6.0,1.25,2.90707387036,5,1.5 1.0 0.5 1.25,,,,6.0
12.0,1.19817084567,..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg,3.38814100543,2.0,0.0,7,12.0,1.25,3.18541162202,4,..\..\JOCN-master\task a\images\planters_salted_cashews.jpg ..\..\JOCN-master\task a\images\nabisco_teddy graham_honey.jpg ..\..\JOCN-master\task a\images\chips_ahoy_thin_crisps.jpg ..\..\JOCN-master\task a\images\oreo_thin_crisps.jpg ..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg ..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg ..\..\JOCN-master\task a\images\quakers_popped_rice_crisps.jpg ..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg ..\..\JOCN-master\task a\images\nabisco_chips ahhoy_mini.jpg ..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg ..\..\JOCN-master\task a\images\cheez itz_original.jpg ..\..\JOCN-master\task a\images\clif_z_bar.jpg,,,,5.0
6.0,1.0953811625499998,..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg,0.766337655004,1.0,0.0,7,6.0,0.5,2.48289878144,7,..\..\JOCN-master\task a\images\oreo_thin_crisps.jpg ..\..\JOCN-master\task a\images\popchips_barbeque.jpg ..\..\JOCN-master\task a\images\emerald_cashews.jpg ..\..\JOCN-master\task a\images\sunchips_harvest cheddar_chips.jpg ..\..\JOCN-master\task a\images\jacklinks_beef_steak.jpg ..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,,,,1.0
0.75,6.04130036663e-06,$0.75,3.77581454813e-06,2.0,1.0,n/a,2.0,0.75,,n/a,1.75 1.25 0.75,,,,7.0
6.0,1.3410037693999999,..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,2.20543399749,1.0,0.0,7,6.0,1.5,2.82875824496,6,..\..\JOCN-master\task a\images\sun chips_original_chips.jpg ..\..\JOCN-master\task a\images\kars_all_energy.jpg ..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg ..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg ..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg ..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,,,,1.0
1.0,5.6637218222e-06,$1.0,3.3982360037e-06,2.0,1.0,n/a,2.0,1.0,,n/a,1.75 0.5 1.0 1.25,,,,7.0
2.0,1.4942669959700001,..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,1.49436667741,2.0,0.0,7,2.0,1.75,3.59390991744,5,..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg ..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg,,,,5.0
3.0,6.04130036663e-06,..\..\JOCN-master\task a\images\lays_kc masterpiece_barbecue chips.jpg,9.43952181842e-06,2.0,1.0,n/a,3.0,1.25,,n/a,..\..\JOCN-master\task a\images\stonyfield_fruit snacks.jpg ..\..\JOCN-master\task a\images\lays_kc masterpiece_barbecue chips.jpg ..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg,,,,8.0
12.0,1.6673758900100002,..\..\JOCN-master\task a\images\doritos_nacho cheesier_chips.jpg,4.23891147872,1.0,1.0,7,12.0,1.25,n/a,6,..\..\JOCN-master\task a\images\popchips_barbeque.jpg ..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg ..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg ..\..\JOCN-master\task a\images\popchips_ridges_tangy_bbq.jpg ..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg ..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg ..\..\JOCN-master\task a\images\sun chips_french onion_chips.jpg ..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg ..\..\JOCN-master\task a\images\quaker_chewy_chocolate chip.jpg ..\..\JOCN-master\task a\images\popchips_ridges_cheddar_sourcream.jpg ..\..\JOCN-master\task a\images\doritos_nacho cheesier_chips.jpg ..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg,,,,2.0
0.75,1.2481271029,$1.75,2.08176633992,2.0,0.0,7,12.0,0.75,3.21340435887,6,0.75 1.0 1.5 0.5 1.25 1.75,,,,6.0
2.0,1.37551129214,..\..\JOCN-master\task a\images\kettle_original.jpg,1.44682203126,2.0,0.0,7,2.0,1.25,3.01035138838,6,..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg ..\..\JOCN-master\task a\images\kettle_original.jpg,,,,5.0
3.0,1.02557281899,..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg,2.58495180366,1.0,0.0,7,3.0,1.75,2.84055539173,6,..\..\JOCN-master\task a\images\garden_veggie straws_sea salt.jpg ..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg ..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg,,,,1.0
3.0,6.4188789110599995e-06,..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg,1.01946934592e-05,1.0,1.0,n/a,3.0,1.5,,n/a,..\..\JOCN-master\task a\images\starburst_orignal_candy.jpg ..\..\JOCN-master\task a\images\baked_cheetos_crunchy.jpg ..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg,,,,3.0
0.75,3.3800090392900004,$1.5,3.34773000075,2.0,0.0,7,12.0,0.75,2.7786502001,5,0.75 0.5 1.5,,,,6.0
12.0,1.29505855718,..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,3.38053538748,1.0,1.0,5,12.0,0.75,n/a,2,..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg ..\..\JOCN-master\task a\images\kars_all_energy.jpg ..\..\JOCN-master\task a\images\skittles_sour_candy.jpg ..\..\JOCN-master\task a\images\baked_lays_classic.jpg ..\..\JOCN-master\task a\images\fritos_original_corn chips.jpg ..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg ..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg ..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg ..\..\JOCN-master\task a\images\welch's_berry.jpg ..\..\JOCN-master\task a\images\slim_jim.jpg ..\..\JOCN-master\task a\images\stonyfield_fruit snacks.jpg ..\..\JOCN-master\task a\images\swedish fish_original_candy.jpg,,,,1.0
2.0,1.5151283568399998,..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,1.77036153777,2.0,0.0,7,2.0,1.0,3.43218471877,7,..\..\JOCN-master\task a\images\sun chips_french onion_chips.jpg ..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,,,,5.0
12.0,1.04290492844,..\..\JOCN-master\task a\images\baked_ruffles_cheddar &sour.JPG,3.88146820181,1.0,0.0,7,12.0,1.5,2.49334569786,6,..\..\JOCN-master\task a\images\sun chips_garden salsa_chips.jpg ..\..\JOCN-master\task a\images\teddy_grahams_chocolate.jpg ..\..\JOCN-master\task a\images\planters_salted_cashews.jpg ..\..\JOCN-master\task a\images\emerald_cashews.jpg ..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg ..\..\JOCN-master\task a\images\kars_all_energy.jpg ..\..\JOCN-master\task a\images\lays_kc masterpiece_barbecue chips.jpg ..\..\JOCN-master\task a\images\popchips_ridges_cheddar_sourcream.jpg ..\..\JOCN-master\task a\images\barnum's_animal_crackers.jpg ..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg ..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg ..\..\JOCN-master\task a\images\baked_ruffles_cheddar &sour.JPG,,,,1.0
1.25,1.5407026861500002,$1.5,2.98092422058,1.0,0.0,7,3.0,1.25,4.22974682803,5,1.25 1.5,,,,1.0
2.0,6.04130036663e-06,..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,1.05722720036e-05,1.0,1.0,n/a,2.0,1.0,,n/a,..\..\JOCN-master\task a\images\special_k_pastry_crisps_blueberry.jpg ..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg,,,,4.0
1.25,1.56042941555,$1.75,2.24799570465,1.0,1.0,3,2.0,1.25,n/a,5,1.25 1.5 1.0 1.75,,,,2.0
1.25,1.7485033625400002,$1.75,2.81454759922,1.0,0.0,7,3.0,1.25,3.10262165949,6,1.75 1.0 1.5 1.25 0.5 0.75,,,,2.0
1.0,1.41612354759,$1.75,2.99760084911,1.0,0.0,7,3.0,1.0,3.41130825464,6,1.75 1.25 1.0 1.5,,,,2.0
0.5,1.14987896635,$1.75,2.26509635683,1.0,0.0,7,2.0,0.5,3.07857426851,6,1.0 1.5 1.75 0.5,,,,2.0
1.25,1.1139845878799999,$1.75,2.36505569133,2.0,0.0,7,2.0,1.25,2.83005146055,6,1.75 1.25,,,,6.0
1.5,1.31863359407,$1.75,2.51471226236,1.0,0.0,7,6.0,1.5,2.89566261157,6,1.75 0.75 1.5,,,,2.0
1.25,1.35278316984,0.75,n/a,1.0,1.0,6,2.0,1.25,n/a,2,1.5 1.25 0.75,,,,1.0
2.0,0.979275701102,..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,0.870597639296,1.0,0.0,7,2.0,1.5,2.78087264299,7,..\..\JOCN-master\task a\images\keebler_chips_deluxe.jpg ..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg,,,,1.0
2.0,6.04130036663e-06,..\..\JOCN-master\task a\images\popchips_sea_salt.jpg,1.13274436444e-05,2.0,1.0,n/a,2.0,1.25,,n/a,..\..\JOCN-master\task a\images\baked_ruffles_cheddar &sour.JPG ..\..\JOCN-master\task a\images\popchips_sea_salt.jpg,,,,8.0
0.75,5.66370727029e-06,$1.75,4.530971637e-06,2.0,1.0,n/a,6.0,0.75,,n/a,1.75 0.75,,,,8.0
1.0,1.24533186933,$1.0,3.59717146377,1.0,0.0,7,3.0,1.0,2.82570512342,4,0.75 1.0,,,,2.0
3.0,6.41889346298e-06,..\..\JOCN-master\task a\images\sun chips_original_chips.jpg,1.17050221888e-05,1.0,1.0,n/a,3.0,0.5,,n/a,..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg ..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg ..\..\JOCN-master\task a\images\sun chips_original_chips.jpg,,,,4.0
